my-key,-8855914937001854087,(353)027-8766
my-key,-6202721117369855014,1-318-508-6654
my-key,-523304083698957962,164-418-1082
my-key,-2962377648287218532,1-905-776-2237
my-key,8058423358148449354,(017)248-6593
my-key,-8486577272556827604,107-184-2724
my-key,6454960762114519609,1-539-567-9357
my-key,-949449837062868512,350-849-3106
my-key,1313369555576045105,525-847-5701
my-key,4785138069192827709,225-323-7383
my-key,6302850072731961413,(243)099-0104
my-key,-2109052214476381901,675-102-5562
my-key,8418363347593149441,870-067-9472
my-key,-1825681884612165107,(753)028-9041
my-key,1528630892000828892,(109)138-0494
my-key,4634135758525321452,(787)769-5640
my-key,8907083879039229931,1-296-913-7060
my-key,3369860170058958889,(202)543-7647
my-key,7359885886435210369,391.583.0824
my-key,-935018319647832485,780-278-7526
my-key,-3822273817265303234,812.651.8333
my-key,5781322860293882038,(940)897-1769
my-key,-8680280803778497266,1-914-621-9895
my-key,4175452367121320913,(162)875-7928
my-key,-2420253519418389171,328.738.4232
my-key,-4298908076022827004,426.993.8795
my-key,-5250283820799052277,(250)681-0757
my-key,4325132603285288526,1-236-899-2101
my-key,-6699368021455508060,669.691.7616
my-key,3450723388752585867,903-135-6078
my-key,7310211726684160275,838.308.4573
my-key,-4746698907475496534,1-784-389-3305
my-key,5862848089390674230,(734)795-2880
my-key,902086996659586045,220-937-7974
my-key,3608325908551306612,277.976.0271
my-key,7281140237632765308,1-211-518-8478
my-key,2374839626606120839,(126)202-3242
my-key,860038897901937788,1-156-508-1711
my-key,-8806496049356675562,353.136.7045
my-key,-2975310883081473785,815-412-3641
my-key,-361294656610662098,898-456-5954
my-key,-130549013588050693,437.960.8329
my-key,-901650404813659911,(176)690-7269
my-key,-4487903030620838921,1-281-286-2454
my-key,3557026070814992147,1-084-622-2119
my-key,-6412761889822455592,(586)495-0185
my-key,-5617583577930288063,1-896-107-8350
my-key,1151529221540763637,841.687.1361
my-key,3825635630215380294,137.506.0644
my-key,391281224248288142,(841)006-5676
my-key,-3949432476497397517,(874)759-2696
my-key,-134151887911211539,785.350.5598
my-key,-8634868523285076641,819-696-7412
my-key,-7807764418686114019,837.185.9556
my-key,-93514522522864459,(758)534-4647
my-key,1149320935441637416,1-844-411-7797
my-key,-2770326804461087710,306-641-6882
my-key,-7680107311048651875,1-769-863-1884
my-key,-5302083019823233613,1-887-841-3730
my-key,8673968885149068970,229-238-4634
my-key,-5598737629270603254,(993)044-8785
my-key,-2451100651066972699,(552)230-3500
my-key,-8319775788449801690,(287)102-0205
my-key,-4678131084208863538,1-848-423-0296
my-key,5065307914450820953,1-911-255-0547
my-key,-2755423002860052627,304.816.9590
my-key,8824077217550814664,226-797-3741
my-key,4840665200762427557,1-954-849-2693
my-key,-6371510978879673059,350-827-0273
my-key,824649094348656158,420-931-9182
my-key,-6352454664384504000,368-942-8576
my-key,8564341895805613730,(405)269-9094
my-key,-4363554507633888053,(676)090-6320
my-key,-2739359530756998227,(756)103-1456
my-key,6279058030198742320,880.290.0949
my-key,4679185598795047419,281.919.5102
my-key,-1571144713210883989,856-170-8035
my-key,6784731663719732503,(392)500-6876
my-key,-828492808469708915,549-644-3701
my-key,-8948516633808009775,(132)892-9609
my-key,3621674072471355474,901.104.9339
my-key,5331975329108914684,108.199.7397
my-key,-5749215693325388538,627.275.0156
my-key,-889460860822315676,(657)944-0755
my-key,-6064643025391628126,1-093-152-8109
my-key,-7756557823039723498,377-499-0220
my-key,6639606181557402771,(379)286-4183
my-key,693523937848288432,987-747-9705
my-key,-1001730821952432024,(531)738-3456
my-key,1325152470066569280,(897)360-2746
my-key,4596194473198865528,1-423-591-2418
my-key,4496167707895666867,(433)416-9284
my-key,-2359285786976713831,263-973-6612
my-key,-5152390853470358975,999.291.6281
my-key,-476725804319843268,843.946.1220
my-key,-2081639369197068230,(172)483-3162
my-key,-5864142287267108113,1-491-243-2288
my-key,7844902212687008263,(729)309-0181
my-key,-1847070725093468893,569.968.7352
my-key,-2308511005310878265,758.546.9410
my-key,6329041955196832242,(053)243-1298
my-key,5100347933054814874,(596)498-0792
my-key,2405451265736043354,1-377-006-4508
my-key,-1983402877083624610,835.900.3384
my-key,-6610998626757714211,1-766-844-1281
my-key,-8104926347379823147,184.059.4171
my-key,6840092451226830824,374.390.8945
my-key,-6669587915770682302,1-132-373-0152
my-key,5057349237298142421,847-411-4430
my-key,896467555659585856,(713)896-1154
my-key,8094900319144100832,1-598-662-5085
my-key,7483516706351302037,921.178.0308
my-key,878002270243093460,1-337-876-7386
my-key,-7955858493546807922,(922)857-1664
my-key,-7310754613443947738,1-836-622-4492
my-key,-3068152859118653749,(550)505-8379
my-key,8832299845766973844,(261)060-2939
my-key,-3916764030985058171,748-014-9187
my-key,4452567327746022823,789.409.7466
my-key,-4957381370687040197,1-181-233-3604
my-key,4780249249883577781,(832)530-2720
my-key,-8130512668801564113,(554)525-1834
my-key,-3083461258138995220,312-287-0817
my-key,4119549501395433616,1-868-875-8674
my-key,-2546366579736961606,1-742-293-6159
my-key,-240139908301980400,1-760-746-3522
my-key,6419090021789441224,(058)561-8846
my-key,-2316552719480112175,(003)022-1310
my-key,1351505965181043235,(550)025-9203
my-key,7751725501342943828,928-280-5425
my-key,2401640621769445127,755.645.9119
my-key,-5424956951726937172,502-072-6817
my-key,8653682771956645362,1-963-580-3500
my-key,-1663020947038246916,437-596-5135
my-key,4204824920981879498,726.260.4585
my-key,1746854142315877958,175.866.5759
my-key,-6918397033495222699,1-088-825-5764
my-key,-9144610793237774946,(556)169-9234
my-key,-924717981599471442,1-863-783-2630
my-key,600082747433581425,1-622-883-9240
my-key,-8649558738925084639,1-573-050-3140
my-key,-5490026168254857823,600.480.9690
my-key,-4852738330634282322,204.499.9044
my-key,9096393316912509276,668-143-2895
my-key,-2401004491703737045,706.534.0378
my-key,6806042121835050002,619.934.1904
my-key,-8516398495083428639,314.213.8709
my-key,6876171042768168359,534-740-7390
my-key,-2802373861830338186,677.497.0922
my-key,858673651172240440,271-404-2974
my-key,6691947185345217346,(844)581-8601
my-key,-3314864279260226528,479-450-9032
my-key,8517790726999876375,518.018.8908
my-key,-6212217949378715784,(079)280-4642
my-key,4749262588036394459,(213)086-7783
my-key,-1560778186682589380,297-572-0761
my-key,1002792911976585588,(238)080-1531
my-key,5983284486979574578,(569)769-7376
my-key,-1842600103988713677,828-752-8379
my-key,-5906847794739841527,175-668-9056
my-key,-7721432796584486549,(078)772-9859
my-key,5963339275970139101,334.691.0762
my-key,-5722596775833035863,1-893-842-1581
my-key,-8975062884904226498,(419)740-8818
my-key,1055599085863993890,983-597-9186
my-key,3498836823703480652,602.718.5730
my-key,-2357724706393112127,697-940-9134
my-key,-376695869932452022,1-542-587-0541
my-key,-4729087734263928650,(898)871-2364
my-key,-2745606054039830567,1-874-483-7889
my-key,667378489978845834,1-907-188-5221
my-key,2190898283847071929,640.299.3971
my-key,1818075028533040784,1-878-030-3325
my-key,7347641123269002302,846.782.0045
my-key,4249533360922635952,285-839-3883
my-key,3118341350102957760,348.925.0304
my-key,-6825258240104336613,626.773.2389
my-key,1121611492570707348,(814)516-0223
my-key,-8734307579650657764,131-008-4027
my-key,6688736671867075340,(137)473-2194
my-key,-3884702552825791814,142-696-6567
my-key,636425535851720740,759.255.3761
my-key,-6247655567262069763,505-015-4241
my-key,-1527527323393592657,1-475-901-3012
my-key,-4904643565420335406,958-203-5336
my-key,1387611043499684375,(550)581-1432
my-key,200551310599008405,701.141.7401
my-key,-575378229211668835,374.094.4872
my-key,-1467455322152293288,1-172-083-6915
my-key,-5712492323330150682,891-199-7064
my-key,1225166352016362815,939.939.0065
my-key,1451168692754989569,(232)304-6549
my-key,7303150527198282269,385-540-0738
my-key,-1783792418405379875,1-222-819-7743
my-key,-628021156788644449,1-114-237-4534
my-key,-2642661145850098837,318.299.6172
my-key,-641820148185999741,(907)468-6195
my-key,1310980803455416072,1-861-385-6798
my-key,-2091152534762736027,326-050-1527
my-key,3658476132163681844,1-827-545-2345
my-key,-7373350762547258490,1-034-443-1828
my-key,5247626025131324858,1-168-866-2117
my-key,-1010746717326829103,688-405-0523
my-key,3409950226572273121,(508)591-0489
my-key,8807140772510841948,631.624.6388
my-key,7675682465498569994,1-806-825-3992
my-key,3328298783311846002,(278)692-7400
my-key,8373333911959850757,668.839.3882
my-key,-2652264736888368225,(231)842-2265
my-key,933635086196182120,(189)964-0780
my-key,5623598354995917071,806-066-1310
my-key,2121842982264064194,1-572-315-2665
my-key,8917019529335972541,409.323.7832
my-key,-4824100882936079283,356-945-1452
my-key,-347990816246028086,(693)748-1846
my-key,8236317366364713123,544.944.4696
my-key,8529846240819211169,669-283-7641
my-key,2441012206536013712,248.721.3768
my-key,3958100422940422069,(016)246-7969
my-key,-7841614563465103620,1-883-472-3234
my-key,6671213232872776615,866.472.6892
my-key,-6803469496005731694,312-479-0948
my-key,8239270301347395878,741.633.4683
my-key,8631693564724353821,1-776-466-3996
my-key,-5383672264160656442,1-898-802-3819
my-key,-4518394781035998920,650-855-8960
my-key,-6635475992923583678,250-975-2450
my-key,2566955929888311648,(494)339-9546
my-key,5793661595740256691,277.410.1530
my-key,-6268950367101847114,(550)274-7441
my-key,8949794341299167198,633-307-4570
my-key,-2384669383086062826,(391)156-4913
my-key,-631926873340167669,747-995-1063
my-key,-440776693439761504,(164)021-0092
my-key,4276369082250758833,841.777.8550
my-key,-4176868915037515806,925.591.1515
my-key,3976535945385873602,659.521.1809
my-key,-7966684388974256446,(400)984-9435
my-key,-4848853702547302561,392.136.9996
my-key,1650995381319646591,1-137-512-6687
my-key,7570648186297603560,(246)283-2121
my-key,-4731157010257539828,659-340-3448
my-key,-8673967530366717226,1-013-239-4417
my-key,-5157519127356414936,290.179.5954
my-key,5542400289736228101,(524)270-1109
my-key,3338143938562635206,1-790-091-5965
my-key,2487806388409832125,680-851-8269
my-key,-9133997129045110665,192-098-9148
my-key,-8931900920425621952,(496)555-8433
my-key,4150290726479797471,(996)613-8041
my-key,3372040235437846343,340-381-1931
my-key,1009502895419639126,1-599-014-6417
my-key,-7834864916709920892,545-297-0268
my-key,2331589984093421942,981.061.5813
my-key,-1644970866462584152,1-565-302-7673
my-key,8970157849621710222,(391)031-4264
my-key,-7763803935931665493,(337)032-4378
my-key,50675721773899091,894.618.0852
my-key,1029051448853615948,865-758-4669
my-key,-1743416756161578105,1-888-248-0290
my-key,8688964560825316887,891-145-4990
my-key,301808526410270712,433.167.0066
my-key,6230985895660397333,160.928.8568
my-key,-8070515568626767299,1-809-878-0621
my-key,-6201615845949149686,1-884-413-3241
my-key,-4277055790025054164,724-195-1067
my-key,-3101943380057986034,369.184.6978
my-key,8467457976161357252,1-603-246-8928
my-key,-3651453561668941998,1-602-410-4443
my-key,-6777598536822515529,1-743-535-3196
my-key,-1104603537698495157,1-461-000-5129
my-key,586869134589391767,1-481-554-7541
my-key,-8652175819630858111,799.771.8957
my-key,-7594606209713533085,(771)501-4448
my-key,4712047215031306374,205.796.4988
my-key,-6202745972039653144,195-823-7656
my-key,3552266229763163403,(436)058-4944
my-key,4111282801555009996,(730)733-2960
my-key,-8522946051331540871,892.911.7676
my-key,6977728291292992121,744.134.0353
my-key,2444211402114783526,1-619-215-4003
my-key,-1217088749531838541,(216)391-3265
my-key,-7274542196829239545,549.814.0106
my-key,-6580853194429467612,1-016-804-9457
my-key,2425306258970929117,785-814-2915
my-key,-5388549417166863808,1-751-789-6162
my-key,-6348507412315899179,1-315-081-5560
my-key,-2327957062524624708,963.386.9402
my-key,-5437779333353524739,1-017-752-7077
my-key,1191848379292882056,1-766-842-3546
my-key,3414128116569074602,228.842.8625
my-key,5685959117827931280,647.821.3777
my-key,6697780813442401579,690.046.7899
my-key,4209428887923016933,1-646-148-0671
my-key,3937972027159574914,1-163-108-7074
my-key,5771166914050686948,958-169-0449
my-key,4678118534834845406,(220)084-5321
my-key,1288206500008784006,744.460.2141
my-key,4764783200215374560,(948)531-0179
my-key,653810768542345812,102-921-3266
my-key,8083338067927267641,867.675.6983
my-key,5168319255265655350,1-024-957-4079
my-key,2591989390764961842,795.906.1090
my-key,-8008437066400794093,341-488-3143
my-key,-9008121201415080547,902.866.2210
my-key,-1275453943976681105,883-375-9153
my-key,-9098452582490687390,443.349.3029
my-key,-4017415063381474041,(274)193-4864
my-key,8879032741138662242,(765)024-1680
my-key,581648693434579101,640-496-1763
my-key,-3673816291284997,1-426-170-3692
my-key,6923614915446059019,(162)035-4851
my-key,7105971565646297464,859.232.0482
my-key,-9151592962454310691,900.698.5396
my-key,-3146793843252888442,(894)583-8822
my-key,8289443652501250057,1-383-852-6189
my-key,6584385981608067826,345.008.6855
my-key,-6840528066847182054,826-529-1934
my-key,1503070888811549694,(982)814-5179
my-key,6850707801234844550,631-034-9224
my-key,5894947787748080693,(972)180-8560
my-key,9031718215381843693,275-094-6968
my-key,-5633476372205569810,776.544.6636
my-key,-652797075311001684,(490)303-7761
my-key,8299844507882838357,(193)994-1023
my-key,-7298406780528694405,875-990-2158
my-key,-2134494430628226587,(054)178-4535
my-key,-8556692766793217219,705-964-8489
my-key,2772834143339326534,714.648.0499
my-key,4981941450252187592,1-725-090-6247
my-key,-5057761686965929557,707-120-8516
my-key,-8685830887788687764,584.301.6293
my-key,6830818975096689031,650-741-9896
my-key,-1566988521367338010,(602)532-6968
my-key,4294488310287701740,(651)182-3246
my-key,-1070885689207785054,(761)206-4550
my-key,-2289147991474837373,652-161-9705
my-key,-4890264734332191190,(938)690-7249
my-key,-9073141412185428484,568.654.8852
my-key,-4185202771569343650,290-580-7476
my-key,3748060087934311936,764-760-1409
my-key,6650498332198544041,(010)681-4561
my-key,5056671604896970851,1-746-292-5127
my-key,4378653313682395201,518.434.3699
my-key,892723651030942720,115-374-0531
my-key,1386735330023071202,265-016-5730
my-key,-5602953235368056800,401.777.3212
my-key,-1533371631886153368,731-026-0333
my-key,-8069323066963832501,756.470.0304
my-key,6715117849164131441,265-040-1271
my-key,-8938782639515303739,705-366-7933
my-key,-6199422997094208508,198-667-4329
my-key,-4162800173902575441,(128)622-2973
my-key,-4051796628679007615,1-815-458-5515
my-key,-4298684044833585347,1-793-908-3746
my-key,7988598773672605577,(951)270-5103
my-key,4381424070167284195,1-228-109-1502
my-key,-5119868260435748761,396.703.9154
my-key,1961313770013785835,140.572.5669
my-key,3410037382209880137,901-899-8830
my-key,3347940573182895922,574.753.8691
my-key,-8030686404786261399,449.617.1432
my-key,-3226446370208690610,(223)709-8185
my-key,7925524843442347002,(868)867-3824
my-key,8383440641314200217,639.564.2928
my-key,-2856171129823225693,483.726.6237
my-key,-8422072375641269781,(454)671-3417
my-key,2737055539096550496,(031)140-1541
my-key,-2435614522090614773,1-931-771-3838
my-key,-2564135302101707781,1-049-677-4835
my-key,5301416024508673327,853.155.0032
my-key,3774377673771222172,(706)822-1837
my-key,-1555179013378073965,(829)797-1193
my-key,-6917239001915227498,(284)446-8487
my-key,4003860745885214017,1-746-233-5032
my-key,9006919830768996417,(190)655-1915
my-key,-320642228001292149,146-386-4115
my-key,6176775731024838266,393.918.2590
my-key,8084364799936273904,(705)471-0339
my-key,-921707193666921853,(630)782-4091
my-key,2524318068707277982,1-136-348-9100
my-key,-2802744673352325305,1-812-533-8362
my-key,8996892242992905838,626.340.2755
my-key,3518567890475641724,368.166.1745
my-key,7355150544910232823,1-201-459-6166
my-key,4627800932004216595,1-387-307-9353
my-key,2803906691829539238,1-759-150-1054
my-key,-1408689068512286261,265.899.6763
my-key,-1564621987918682502,1-844-123-9322
my-key,-9127322783147709751,(065)475-5572
my-key,-6249309226446201404,729.037.3344
my-key,-2439500866512748021,664-135-5659
my-key,-1203406853916362976,1-191-498-6556
my-key,350842684995461450,658-138-8417
my-key,-1617705489162844449,(455)292-6298
my-key,-1801636538473252855,1-846-856-0185
my-key,375530295913281334,510-705-1716
my-key,2314130779660613,(693)196-3372
my-key,6246324243434823791,1-985-201-9086
my-key,3849242878747463434,(916)451-6700
my-key,7623309531595793903,114.463.6748
my-key,3158207017591744826,1-353-151-8923
my-key,6158292795431550542,121.475.2775
my-key,-5508739510470134793,474.411.5959
my-key,-3278348642346363612,1-863-781-3992
my-key,-5827052740540334143,1-371-386-1713
my-key,-7956189782488015640,381-729-0524
my-key,5860518480998687311,1-963-199-7525
my-key,-7689192346900752817,681-657-8956
my-key,-6191114988020638409,342-125-6881
my-key,-5062111897513416523,526-340-9937
my-key,-3797576774556413707,144.137.8714
my-key,2470786191364721310,1-006-936-0872
my-key,-8654148934954192644,1-580-634-9452
my-key,5328806398272427297,1-499-867-0968
my-key,-5067089841313586866,1-936-052-6430
my-key,6890061377854633332,645.962.4203
my-key,8836106646129937228,534.491.8210
my-key,5676642463895553754,(002)407-3758
my-key,-4283943684653492086,(000)486-4856
my-key,-1275988855948146736,999.012.8523
my-key,6933542407840699420,(174)584-7585
my-key,-1794759407428702657,(475)670-9100
my-key,-282816662219737199,(030)591-0872
my-key,-5755491703477953616,1-208-531-9067
my-key,8517169105969862948,(887)007-3603
my-key,-2086908921797957467,220-220-9847
my-key,-4908078194685591755,(238)768-6938
my-key,-1511085708822607367,(583)951-1088
my-key,5286029639984757075,1-642-630-5495
my-key,-1484914124092918043,819-516-8595
my-key,6439079599501686084,313-973-1797
my-key,1819287529335626972,122.202.1128
my-key,-619870203076279920,463.398.3013
my-key,2641210082117767025,(642)691-5676
my-key,8898362658348981317,(800)898-8175
my-key,7463991037766540272,1-363-216-7521
my-key,-6541323317437530657,766.244.9268
my-key,5945704619057269353,996.894.9611
my-key,4508684400851021601,(713)562-0129
my-key,7290195733248285830,307-811-2617
my-key,5030646604180601056,301.787.2559
my-key,-8336316875296774377,559.283.1976
my-key,-3757808230748980059,331.834.1544
my-key,-7728847808119882609,(479)736-9730
my-key,-585964695590674567,(601)858-0663
my-key,-2110982506721491579,1-868-129-2370
my-key,-7109189182246862267,(036)559-7546
my-key,-1596255306292487159,124.825.5425
my-key,5863867057371178735,1-517-506-8054
my-key,2655633390265460610,652-229-6752
my-key,3892878633630938766,221-039-9565
my-key,2624540594316335595,928-096-9408
my-key,6245958451186609362,1-779-933-1289
my-key,-4827496563884575213,600-473-2251
my-key,2319110301597499510,294.906.9675
my-key,1643828627986630898,1-937-123-5490
my-key,5456158411137639203,766.420.6465
my-key,644365767130759786,441.134.0461
my-key,-8030330275381006223,(279)532-1374
my-key,8174301950561168401,(079)848-5206
my-key,-8660681222681306743,(998)564-0601
my-key,-3052001303945601506,124-476-3028
my-key,3700176326909816260,(132)094-6428
my-key,140332966057494158,591.714.0367
my-key,3431868118148522467,222.694.0905
my-key,-8658789348325596821,699-264-1902
my-key,7091048734690963846,1-443-941-0622
my-key,-350946280320306828,1-919-074-5245
my-key,-3167327222179577149,255.972.6442
my-key,382899487979143819,677-560-8289
my-key,6385832082143574524,261.911.0597
my-key,3172637373010836342,1-430-139-9582
my-key,191106611985010625,1-972-708-3511
my-key,-2119606066505585413,(125)518-9025
my-key,-1952424997793502324,794-996-5052
my-key,3020129157461293937,147-839-4684
my-key,-314478945397944146,755-500-4097
my-key,-4721162899977035478,454.142.2157
my-key,1977057112357261597,(338)160-5616
my-key,-2564477364735906435,866.736.2326
my-key,2833938982161957280,(230)510-8464
my-key,-7773038411385968181,685-418-8350
my-key,-3753874802537253504,(516)274-7400
my-key,3533127347522172087,1-973-295-3924
my-key,-5556250998460925910,1-720-508-7433
my-key,3096865093725681809,715.977.8515
my-key,3194438057686885871,(369)656-4437
my-key,7415089031761514306,209.119.1812
my-key,9056505172874483044,1-387-963-6886
my-key,3169949390607277064,1-466-105-2972
my-key,-5436697642402897878,(172)927-7859
my-key,8109607473090663550,1-769-989-0327
my-key,3739348136467618618,759-891-3558
my-key,6547461666775650876,1-456-045-5099
my-key,-6672958123806831519,279.256.5665
my-key,2272524979187083901,827-417-2663
my-key,3738776336574435732,(016)830-7438
my-key,4429620468592737277,544-775-2651
my-key,2001716509015724194,(855)468-1504
my-key,5098377723235601857,1-877-974-3666
my-key,6316407921483974763,259.302.0873
my-key,1082428787158387039,(371)538-2204
my-key,-3951265675043652229,1-560-193-6368
my-key,7980644617847962900,1-916-634-1954
my-key,-2703143451166968321,1-924-970-7479
my-key,-5118525176787940850,594-525-3931
my-key,-3590156660993436944,868-233-8902
my-key,-1313750356787720400,952-088-9584
my-key,-793074977386141330,(131)840-6582
my-key,-6105359078437580979,1-931-099-0726
my-key,5792088002841066245,1-529-232-9616
my-key,1521458586450167740,467-099-9004
my-key,-388567946492881167,670-534-1847
my-key,-4638182040459255752,(983)126-2403
my-key,7184762770909913136,881.565.1028
my-key,7707890744814721176,332-502-3374
my-key,6997790581671012177,473-046-3596
my-key,4888786099680511332,1-388-719-6382
my-key,-2289827134764857508,(448)036-5698
my-key,-4005128937691226015,1-870-817-3231
my-key,-1725025865700830533,1-131-924-1676
my-key,1843202434849718590,378-931-2811
my-key,-3961079034093231965,337.126.8325
my-key,8577822307185083088,(553)227-3590
my-key,-8936830405159277011,630.272.6845
my-key,4837150050387208853,190.042.8705
my-key,-6419118412198581697,156.363.5655
my-key,5511812514290141943,217.513.3396
my-key,-6412686304361015319,101.165.7050
my-key,4502549374787324057,661.134.8780
my-key,-3609743157737524886,1-052-495-2961
my-key,-1286647134158037494,1-626-101-5572
my-key,-7660986794272181915,730-720-3703
my-key,4570052402316053390,(310)969-7655
my-key,2261808952381788151,1-264-337-6500
my-key,8483979436607000432,752.849.5865
my-key,8075740908870455150,532.732.1036
my-key,-4551868915130591549,245.060.4365
my-key,2321439514586439539,253-132-2931
my-key,1221203006817021647,1-352-254-2935
my-key,-8216263437214317029,(822)129-6161
my-key,6707528115214473495,175.967.8687
my-key,-5758316577203783717,(446)309-5517
my-key,-3255846353852619467,1-825-024-6773
my-key,8759151813980129293,1-214-740-7392
my-key,3899539163878923830,616.664.2417
my-key,-289750698838260319,567.013.3673
my-key,2898948309195609982,875.133.4985
my-key,2729643971706271819,700-541-9514
my-key,6614618597908998362,1-403-332-3092
my-key,6624884452489461697,(106)014-9915
my-key,8753218908862128403,308.007.0617
my-key,1840906121079393822,497.137.7621
my-key,-5099976266654744462,867.973.5799
my-key,-8701415827695726759,1-673-666-5673
my-key,-5623751403799340285,1-091-655-8357
my-key,2278338315058621321,129.344.1351
my-key,-1781629420002648434,157.966.9662
my-key,-8142815706204546867,(570)014-7031
my-key,-7395908224510338282,470-501-2165
my-key,8080637361297251846,712.185.9795
my-key,-4062401684253102109,151-799-1451
my-key,7528380878809063967,166-523-2364
my-key,-1252898774184064503,940-738-6593
my-key,2702622621062941713,736.172.4134
my-key,-3254169430055574434,1-340-521-9429
my-key,6063572966726064318,213.604.5553
my-key,-2189522292802801794,1-269-753-8827
my-key,8895878873331261060,(448)317-6194
my-key,4889625721188357009,1-344-270-2116
my-key,-3670168992185053045,671.801.4204
my-key,-1520615799623716464,208.254.6591
my-key,2313494260026460457,(761)237-0856
my-key,4616255751393189982,(327)690-8489
my-key,-1740417196016023112,(282)670-6844
my-key,-3003542457588086134,1-026-563-1928
my-key,4610570929113106533,(811)137-5441
my-key,-7370099569843221970,130.285.6023
my-key,-6449211319936348150,627.301.8238
my-key,-822102315616797413,(793)477-0675
my-key,953583509736007184,(757)617-0805
my-key,5723078855362134472,998.710.3144
my-key,9134717131913526923,(294)383-1099
my-key,-879013743454538549,(981)254-8149
my-key,7770662560113092486,674.459.9195
my-key,-1081140436764521932,334-724-0286
my-key,-4150988715086198081,626-945-7613
my-key,3499676518753400329,119.337.9920
my-key,-7834585011469829230,188-707-5175
my-key,-7180146801025347458,1-755-750-8647
my-key,3394150224098598411,(998)153-9857
my-key,6796377366335254897,(691)632-2882
my-key,4974670625349045617,1-859-436-1786
